;;ITENS DE TRATO;;;;;;;;;;
Data de Inclusão;Id. Carregamento;;Hora;Dieta;;Carregamento;Ingrediente;Quantidade MN (kg);Motorista;Vagão;%MS Dieta Real;%NDT Dieta Real
10/09/2025;264464150000000;;08:59:27;RECRIA FEMEA 08/08/2025;;2;FARELO DE SOJA;102,806568483;FERNANDO;SILOKING;34,93%;63,90%
10/09/2025;264464150000000;;08:59:27;RECRIA FEMEA 08/08/2025;;2;UREIA PECUARIA;17,376868510;FERNANDO;SILOKING;34,93%;63,90%
10/09/2025;264464150000000;;08:59:27;RECRIA FEMEA 08/08/2025;;2;NUCLEO CONFINAMIENTO;13,032651383;FERNANDO;SILOKING;34,93%;63,90%
10/09/2025;264464150000000;;08:59:27;RECRIA FEMEA 08/08/2025;;2;CALCAREO;11,581950926;FERNANDO;SILOKING;34,93%;63,90%
10/09/2025;264464150000000;;09:13:32;RECRIA FEMEA 08/08/2025;;2;CAPIASU;2877,000000000;FERNANDO;SILOKING;34,93%;63,90%
10/09/2025;264464030000000;;06:08:10;RECRIA FEMEA 08/08/2025;;1;MAIZ HUMIDO;1550,000000000;FERNANDO;SILOKING;35,50%;63,59%
10/09/2025;264464030000000;;06:13:12;RECRIA FEMEA 08/08/2025;;1;FARELO DE SOJA;195,592500000;FERNANDO;SILOKING;35,50%;63,59%
10/09/2025;264464030000000;;06:13:12;RECRIA FEMEA 08/08/2025;;1;UREIA PECUARIA;33,060000000;FERNANDO;SILOKING;35,50%;63,59%
10/09/2025;264464030000000;;06:13:12;RECRIA FEMEA 08/08/2025;;1;NUCLEO CONFINAMIENTO;24,795000000;FERNANDO;SILOKING;35,50%;63,59%
10/09/2025;264464030000000;;06:13:12;RECRIA FEMEA 08/08/2025;;1;CALCAREO;22,035000000;FERNANDO;SILOKING;35,50%;63,59%
10/09/2025;264464030000000;;06:28:45;RECRIA FEMEA 08/08/2025;;1;CAPIASU;4224,000000000;FERNANDO;SILOKING;35,50%;63,59%
09/09/2025;264463930000000;;17:49:08;RECRIA FEMEA 08/08/2025;;10;FARELO DE SOJA;1,346624727;RUBEN VIERA;SILOKING;32,99%;64,80%
09/09/2025;264463930000000;;17:49:08;RECRIA FEMEA 08/08/2025;;10;UREIA PECUARIA;0,227613091;RUBEN VIERA;SILOKING;32,99%;64,80%
09/09/2025;264463930000000;;17:49:08;RECRIA FEMEA 08/08/2025;;10;NUCLEO CONFINAMIENTO;0,170709818;RUBEN VIERA;SILOKING;32,99%;64,80%
09/09/2025;264463930000000;;17:49:08;RECRIA FEMEA 08/08/2025;;10;CALCAREO;0,151707636;RUBEN VIERA;SILOKING;32,99%;64,80%
09/09/2025;264463930000000;;17:51:13;RECRIA FEMEA 08/08/2025;;10;MAIZ HUMIDO;147,000000000;RUBEN VIERA;SILOKING;32,99%;64,80%
09/09/2025;264463930000000;;18:04:30;RECRIA FEMEA 08/08/2025;;10;CAPIASU;405,000000000;RUBEN VIERA;SILOKING;32,99%;64,80%
09/09/2025;264463800000000;;16:51:50;RECRIA FEMEA 08/08/2025;;9;CAPIASU;4224,000000000;RUBEN VIERA;SILOKING;35,01%;63,89%
09/09/2025;264463800000000;;16:57:29;RECRIA FEMEA 08/08/2025;;9;FARELO DE SOJA;156,474000000;RUBEN VIERA;SILOKING;35,01%;63,89%
09/09/2025;264463800000000;;16:57:29;RECRIA FEMEA 08/08/2025;;9;UREIA PECUARIA;26,448000000;RUBEN VIERA;SILOKING;35,01%;63,89%
09/09/2025;264463800000000;;16:57:29;RECRIA FEMEA 08/08/2025;;9;NUCLEO CONFINAMIENTO;19,836000000;RUBEN VIERA;SILOKING;35,01%;63,89%
09/09/2025;264463800000000;;16:57:29;RECRIA FEMEA 08/08/2025;;9;CALCAREO;17,628000000;RUBEN VIERA;SILOKING;35,01%;63,89%
09/09/2025;264463800000000;;17:00:59;RECRIA FEMEA 08/08/2025;;9;MAIZ HUMIDO;1555,000000000;RUBEN VIERA;SILOKING;35,01%;63,89%
09/09/2025;264463660000000;;14:22:20;PROTEINADO 03.%PV;;7;FARELO DE SOJA;2187,000000000;RUBEN VIERA;SILOKING;88,33%;66,76%
09/09/2025;264463660000000;;14:55:17;PROTEINADO 03.%PV;;7;Sorgo, moído (nº3);2914,000000000;RUBEN VIERA;SILOKING;88,33%;66,76%
09/09/2025;264463740000000;;15:17:49;PRE-MISTURA PECPHOS;;8;CALCAREO;416,000000000;RUBEN VIERA;SILOKING;90,55%;55,86%
09/09/2025;264463740000000;;15:27:36;PRE-MISTURA PECPHOS;;8;NUCLEO CONFINAMIENTO;494,000000000;RUBEN VIERA;SILOKING;90,55%;55,86%
09/09/2025;264463740000000;;16:14:44;PRE-MISTURA PECPHOS;;8;UREIA PECUARIA;578,000000000;RUBEN VIERA;SILOKING;90,55%;55,86%
09/09/2025;264463740000000;;16:23:52;PRE-MISTURA PECPHOS;;8;FARELO DE SOJA;4512,000000000;RUBEN VIERA;SILOKING;90,55%;55,86%
09/09/2025;264463510000000;;11:14:05;RECRIA FEMEA 08/08/2025;;6;CALCAREO;17,628000000;RUBEN VIERA;SILOKING;35,02%;63,90%
09/09/2025;264463510000000;;11:27:45;RECRIA FEMEA 08/08/2025;;6;CAPIASU;4219,000000000;RUBEN VIERA;SILOKING;35,02%;63,90%
09/09/2025;264463660000000;;13:59:35;PROTEINADO 03.%PV;;7;NUCLEO PASTO;140,000000000;RUBEN VIERA;SILOKING;88,33%;66,76%
09/09/2025;264463660000000;;14:01:31;PROTEINADO 03.%PV;;7;Fosfato Bicálcico 18;148,000000000;RUBEN VIERA;SILOKING;88,33%;66,76%
09/09/2025;264463660000000;;14:10:16;PROTEINADO 03.%PV;;7;Cloreto de sódio (Sal Comum);315,000000000;RUBEN VIERA;SILOKING;88,33%;66,76%
09/09/2025;264463660000000;;14:15:57;PROTEINADO 03.%PV;;7;UREIA PECUARIA;316,000000000;RUBEN VIERA;SILOKING;88,33%;66,76%
09/09/2025;264463300000000;;10:35:08;CRECIMIENTO SORGO.19/08/2025;;5;CALCAREO;20,633902913;RUBEN VIERA;SILOKING;38,58%;77,12%
09/09/2025;264463300000000;;10:42:21;CRECIMIENTO SORGO.19/08/2025;;5;Sorgo, silagem;3572,000000000;RUBEN VIERA;SILOKING;38,58%;77,12%
09/09/2025;264463510000000;;11:09:56;RECRIA FEMEA 08/08/2025;;6;MAIZ HUMIDO;1555,000000000;RUBEN VIERA;SILOKING;35,02%;63,90%
09/09/2025;264463510000000;;11:14:05;RECRIA FEMEA 08/08/2025;;6;FARELO DE SOJA;156,474000000;RUBEN VIERA;SILOKING;35,02%;63,90%
09/09/2025;264463510000000;;11:14:05;RECRIA FEMEA 08/08/2025;;6;UREIA PECUARIA;26,448000000;RUBEN VIERA;SILOKING;35,02%;63,90%
09/09/2025;264463510000000;;11:14:05;RECRIA FEMEA 08/08/2025;;6;NUCLEO CONFINAMIENTO;19,836000000;RUBEN VIERA;SILOKING;35,02%;63,90%
09/09/2025;264463060000000;;10:04:42;CRECIMIENTO SORGO.19/08/2025;;4;Sorgo, silagem;3572,000000000;RUBEN VIERA;SILOKING;38,76%;77,05%
09/09/2025;264463300000000;;10:30:40;CRECIMIENTO SORGO.19/08/2025;;5;Sorgo, grão úmido silagem;964,000000000;RUBEN VIERA;SILOKING;38,58%;77,12%
09/09/2025;264463300000000;;10:32:19;CRECIMIENTO SORGO.19/08/2025;;5;MAIZ HUMIDO;1145,000000000;RUBEN VIERA;SILOKING;38,58%;77,12%
09/09/2025;264463300000000;;10:35:08;CRECIMIENTO SORGO.19/08/2025;;5;NUCLEO CONFINAMIENTO;22,694970874;RUBEN VIERA;SILOKING;38,58%;77,12%
09/09/2025;264463300000000;;10:35:08;CRECIMIENTO SORGO.19/08/2025;;5;FARELO DE SOJA;227,158718447;RUBEN VIERA;SILOKING;38,58%;77,12%
09/09/2025;264463300000000;;10:35:08;CRECIMIENTO SORGO.19/08/2025;;5;UREIA PECUARIA;28,680776699;RUBEN VIERA;SILOKING;38,58%;77,12%
09/09/2025;264463060000000;;09:52:08;CRECIMIENTO SORGO.19/08/2025;;4;Sorgo, grão úmido silagem;974,000000000;RUBEN VIERA;SILOKING;38,76%;77,05%
09/09/2025;264463060000000;;09:54:37;CRECIMIENTO SORGO.19/08/2025;;4;MAIZ HUMIDO;1150,000000000;RUBEN VIERA;SILOKING;38,76%;77,05%
09/09/2025;264463060000000;;09:57:55;CRECIMIENTO SORGO.19/08/2025;;4;NUCLEO CONFINAMIENTO;23,833514563;RUBEN VIERA;SILOKING;38,76%;77,05%
09/09/2025;264463060000000;;09:57:55;CRECIMIENTO SORGO.19/08/2025;;4;FARELO DE SOJA;238,554640777;RUBEN VIERA;SILOKING;38,76%;77,05%
09/09/2025;264463060000000;;09:57:55;CRECIMIENTO SORGO.19/08/2025;;4;UREIA PECUARIA;30,119611650;RUBEN VIERA;SILOKING;38,76%;77,05%
09/09/2025;264463060000000;;09:57:55;CRECIMIENTO SORGO.19/08/2025;;4;CALCAREO;21,669048544;RUBEN VIERA;SILOKING;38,76%;77,05%
09/09/2025;264462830000000;;09:15:25;TERMINACION SORGO-19/08/2025;;3;MAIZ HUMIDO;1150,000000000;RUBEN VIERA;SILOKING;41,17%;78,59%
09/09/2025;264462830000000;;09:18:57;TERMINACION SORGO-19/08/2025;;3;FARELO DE SOJA;194,345874000;RUBEN VIERA;SILOKING;41,17%;78,59%
09/09/2025;264462830000000;;09:18:57;TERMINACION SORGO-19/08/2025;;3;UREIA PECUARIA;27,231102000;RUBEN VIERA;SILOKING;41,17%;78,59%
09/09/2025;264462830000000;;09:18:57;TERMINACION SORGO-19/08/2025;;3;NUCLEO CONFINAMIENTO;21,545658000;RUBEN VIERA;SILOKING;41,17%;78,59%
09/09/2025;264462830000000;;09:18:57;TERMINACION SORGO-19/08/2025;;3;CALCAREO;19,588374000;RUBEN VIERA;SILOKING;41,17%;78,59%
09/09/2025;264462830000000;;09:25:36;TERMINACION SORGO-19/08/2025;;3;Sorgo, silagem;2748,000000000;RUBEN VIERA;SILOKING;41,17%;78,59%
09/09/2025;264462650000000;;08:32:36;TERMINACION SORGO-19/08/2025;;2;FARELO DE SOJA;217,814459016;RUBEN VIERA;SILOKING;41,11%;78,68%
09/09/2025;264462650000000;;08:32:36;TERMINACION SORGO-19/08/2025;;2;UREIA PECUARIA;30,519442623;RUBEN VIERA;SILOKING;41,11%;78,68%
09/09/2025;264462650000000;;08:32:36;TERMINACION SORGO-19/08/2025;;2;NUCLEO CONFINAMIENTO;24,147442623;RUBEN VIERA;SILOKING;41,11%;78,68%
09/09/2025;264462650000000;;08:32:36;TERMINACION SORGO-19/08/2025;;2;CALCAREO;21,953803279;RUBEN VIERA;SILOKING;41,11%;78,68%
09/09/2025;264462650000000;;08:38:32;TERMINACION SORGO-19/08/2025;;2;Sorgo, silagem;3173,000000000;RUBEN VIERA;SILOKING;41,11%;78,68%
09/09/2025;264462830000000;;09:13:29;TERMINACION SORGO-19/08/2025;;3;Sorgo, grão úmido silagem;1032,000000000;RUBEN VIERA;SILOKING;41,17%;78,59%
09/09/2025;264462520000000;;06:19:32;RECRIA FEMEA 08/08/2025;;1;UREIA PECUARIA;23,847280000;RUBEN VIERA;SILOKING;34,99%;63,85%
09/09/2025;264462520000000;;06:19:32;RECRIA FEMEA 08/08/2025;;1;NUCLEO CONFINAMIENTO;17,885460000;RUBEN VIERA;SILOKING;34,99%;63,85%
09/09/2025;264462520000000;;06:19:32;RECRIA FEMEA 08/08/2025;;1;CALCAREO;15,894580000;RUBEN VIERA;SILOKING;34,99%;63,85%
09/09/2025;264462520000000;;06:34:01;RECRIA FEMEA 08/08/2025;;1;CAPIASU;3809,000000000;RUBEN VIERA;SILOKING;34,99%;63,85%
09/09/2025;264462650000000;;08:26:29;TERMINACION SORGO-19/08/2025;;2;Sorgo, grão úmido silagem;1196,000000000;RUBEN VIERA;SILOKING;41,11%;78,68%
09/09/2025;264462650000000;;08:29:03;TERMINACION SORGO-19/08/2025;;2;MAIZ HUMIDO;1327,000000000;RUBEN VIERA;SILOKING;41,11%;78,68%
08/09/2025;264462400000000;;15:42:49;RECRIA FEMEA 08/08/2025;;5;UREIA PECUARIA;18,040386000;RUBEN VIERA;SILOKING;33,96%;63,85%
08/09/2025;264462400000000;;15:42:49;RECRIA FEMEA 08/08/2025;;5;NUCLEO CONFINAMIENTO;13,531344000;RUBEN VIERA;SILOKING;33,96%;63,85%
08/09/2025;264462400000000;;15:42:49;RECRIA FEMEA 08/08/2025;;5;CALCAREO;12,025518000;RUBEN VIERA;SILOKING;33,96%;63,85%
08/09/2025;264462400000000;;15:45:47;RECRIA FEMEA 08/08/2025;;5;MAIZ HUMIDO;1056,000000000;RUBEN VIERA;SILOKING;33,96%;63,85%
09/09/2025;264462520000000;;06:13:21;RECRIA FEMEA 08/08/2025;;1;MAIZ HUMIDO;1397,000000000;RUBEN VIERA;SILOKING;34,99%;63,85%
09/09/2025;264462520000000;;06:19:32;RECRIA FEMEA 08/08/2025;;1;FARELO DE SOJA;141,087390000;RUBEN VIERA;SILOKING;34,99%;63,85%
08/09/2025;264462340000000;;14:19:19;PRE-MISTURA PECPHOS;;4;CALCAREO;416,000000000;RUBEN VIERA;SILOKING;90,57%;55,72%
08/09/2025;264462340000000;;14:45:01;PRE-MISTURA PECPHOS;;4;UREIA PECUARIA;583,000000000;RUBEN VIERA;SILOKING;90,57%;55,72%
08/09/2025;264462340000000;;14:49:56;PRE-MISTURA PECPHOS;;4;NUCLEO CONFINAMIENTO;504,000000000;RUBEN VIERA;SILOKING;90,57%;55,72%
08/09/2025;264462340000000;;14:58:42;PRE-MISTURA PECPHOS;;4;FARELO DE SOJA;4517,000000000;RUBEN VIERA;SILOKING;90,57%;55,72%
08/09/2025;264462400000000;;15:37:27;RECRIA FEMEA 08/08/2025;;5;CAPIASU;3002,000000000;RUBEN VIERA;SILOKING;33,96%;63,85%
08/09/2025;264462400000000;;15:42:49;RECRIA FEMEA 08/08/2025;;5;FARELO DE SOJA;106,736490000;RUBEN VIERA;SILOKING;33,96%;63,85%
08/09/2025;264462210000000;;09:48:47;RECRIA FEMEA 08/08/2025;;3;FARELO DE SOJA;129,409770000;RUBEN VIERA;SILOKING;33,93%;63,80%
08/09/2025;264462210000000;;09:48:47;RECRIA FEMEA 08/08/2025;;3;UREIA PECUARIA;21,872578000;RUBEN VIERA;SILOKING;33,93%;63,80%
08/09/2025;264462210000000;;09:48:47;RECRIA FEMEA 08/08/2025;;3;NUCLEO CONFINAMIENTO;16,405712000;RUBEN VIERA;SILOKING;33,93%;63,80%
08/09/2025;264462210000000;;09:48:47;RECRIA FEMEA 08/08/2025;;3;CALCAREO;14,580014000;RUBEN VIERA;SILOKING;33,93%;63,80%
08/09/2025;264462210000000;;10:03:23;RECRIA FEMEA 08/08/2025;;3;CAPIASU;3645,000000000;RUBEN VIERA;SILOKING;33,93%;63,80%
08/09/2025;264462210000000;;10:10:56;RECRIA FEMEA 08/08/2025;;3;MAIZ HUMIDO;1276,000000000;RUBEN VIERA;SILOKING;33,93%;63,80%
08/09/2025;264462070000000;;08:25:42;RECRIA FEMEA 08/08/2025;;2;MAIZ HUMIDO;1244,000000000;RUBEN VIERA;SILOKING;33,93%;63,82%
08/09/2025;264462070000000;;08:28:31;RECRIA FEMEA 08/08/2025;;2;FARELO DE SOJA;125,614020000;RUBEN VIERA;SILOKING;33,93%;63,82%
08/09/2025;264462070000000;;08:28:31;RECRIA FEMEA 08/08/2025;;2;UREIA PECUARIA;21,231028000;RUBEN VIERA;SILOKING;33,93%;63,82%
08/09/2025;264462070000000;;08:28:31;RECRIA FEMEA 08/08/2025;;2;NUCLEO CONFINAMIENTO;15,924512000;RUBEN VIERA;SILOKING;33,93%;63,82%
08/09/2025;264462070000000;;08:28:31;RECRIA FEMEA 08/08/2025;;2;CALCAREO;14,152364000;RUBEN VIERA;SILOKING;33,93%;63,82%
08/09/2025;264462070000000;;08:36:25;RECRIA FEMEA 08/08/2025;;2;CAPIASU;3548,000000000;RUBEN VIERA;SILOKING;33,93%;63,82%
Total: 725; ;; ; ;; ; ; ; ; ; ; 
1 / 26;;;;;;;;;;;;
